ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y
NERV,9.3,19.58,58.81,29.23,Health Care,21356510.84,0.799819275
MGPI,71.02,73.71,93.92,79.55,Consumer,1996125953,0.746235424
LEGH,63.22,54.03,4.91,40.72,Consumer,438919250.3,1.032820633
MCHP,89.87,8.59,61.7,53.39,Information Technology,37729530870,1.714343861
NSIT,71.12,68.54,87.49,75.72,Information Technology,3486898505,0.810857585
LTBR,6.13,44.91,14.13,21.72,Utilities,76450226.28,1.642435376
LXRX,0.76,54.03,54.2,36.33,Health Care,288715553.4,1.398682766
MRTX,21.68,5.17,18.49,15.11,Health Care,3573594417,1.054989854
LOPE,89.06,75.58,88.75,84.46,Consumer,3161234247,0.412832742
NWSA,91.62,81.23,35.59,69.48,Communication Services,10797620389,1.200284254
MRCY,37.89,83.84,89.41,70.38,Industrials,3233829587,0.6365549
LILAK,55.5,91.82,23.18,56.83,Communication Services,2110508120,1.237401983
MNDT,84.3,95.57,78.82,86.23,Information Technology,5175599863,0.784119678
MOMO,51.77,54.03,4.56,36.79,Communication Services,1047317484,1.809566773
OB,63.53,10.56,6.13,26.74,Communication Services,534387426.6,1.639783959
NBSE,12.74,30.98,7.8,17.17,Health Care,36700366.08,1.633998875
NVIV,9.6,30.98,30.7,23.76,Health Care,7031147.22,0.34473614
LSBK,16.41,30.98,53.5,33.63,Financials,82075427.7,0.063992898
MAR,89.67,91.19,47.06,75.97,Consumer,58297055350,1.268762234
NATH,15.91,70.74,25.89,37.51,Consumer,192383449.5,0.647141172
MEDP,47.97,83.84,32.98,54.93,Health Care,4632537271,1.237012507
NVAX,8.36,79.28,41.54,43.06,Health Care,4199426655,1.59751551
NESR,92.35,93.03,8.31,64.56,Utilities,597502476.9,0.751127699
LJPC,17.48,30.98,4.86,17.77,Health Care,103328107.3,1.165447458
NHTC,18.29,43.95,15.25,25.83,Consumer,80300449.17,0.339291798
LMNR,20.47,12.01,28.82,20.43,Consumer,207649760,0.480456429
MBIN,53.14,30.98,55.52,46.55,Financials,1016792736,0.859862959
MKSI,92.6,87.72,55.02,78.44,Information Technology,6595636886,1.751853435
METC,78.57,72.67,53.39,68.21,Utilities,680039239.7,1.136782328
LESL,40.32,12.01,55.85,36.06,Consumer,3619756639,1.184569729
NTLA,71.88,41.13,52.84,55.29,Health Care,3903186472,2.337541569
MTSI,95.34,95.57,73.66,88.19,Information Technology,3720273231,1.638322147
LYFT,82.78,75.58,75.73,78.03,Industrials,10979698055,1.568222751
NSSC,61.9,23.35,14.03,33.1,Information Technology,650886716.3,1.034667019
OCX,5.47,41.13,67.33,37.98,Health Care,138660234.6,1.718533538
MRKR,1.87,19.58,11.65,11.04,Health Care,28670450.74,1.672473541
NMIH,64.54,63.8,67.73,65.36,Financials,1605907627,1.031452034
MCHX,20.67,0.46,8.26,9.79,Communication Services,73202785.77,1.161373175
MRVL,99.09,87.72,82.42,89.74,Information Technology,50927346000,2.049542354
MOR,30.4,5.17,49.29,28.28,Health Care,739409968.8,1.111613316
LTRPA,38.35,69.88,43.54,50.59,Communication Services,148736586.8,2.274083081
NXGN,46.71,54.03,57.75,52.83,Health Care,1273107677,0.554451021
NBTB,46.66,54.03,97.92,66.2,Financials,1529312811,0.62873011
LOVE,51.87,79.58,76.6,69.35,Consumer,703459564.1,2.237737123
MGRC,77.91,54.03,90.93,74.29,Industrials,1998757176,0.696326982
MNKD,22.14,54.03,89.36,55.18,Health Care,827397889.1,1.265630428
MEIP,15.45,54.03,24.01,31.16,Health Care,72969168.54,0.460275011
NDSN,60.59,13.88,97.01,57.16,Industrials,12604971004,1.018111768
OBCI,19.3,12.01,60.79,30.7,Consumer,73986236.22,0.418592224
NATI,69,87.72,33.54,63.42,Information Technology,4492708062,1.099206612
NVCN,4.31,5.17,41.03,16.84,Health Care,17192764.7,0.668975703
NEWT,32.83,63.8,29.79,42.14,Financials,600161873,0.551443864
OFLX,59.57,30.98,25.73,38.76,Industrials,1131977269,0.781794084
MASI,44.98,86.47,63.32,64.93,Health Care,6612902924,1.073304568
NICE,93.97,93.03,70.92,85.98,Information Technology,13177796136,1.193601538
LKFN,34.25,30.98,96.81,54.01,Financials,1851789646,0.517876957
LEVL,27.66,30.98,96.3,51.65,Financials,310958907.9,0.432062704
MBIO,11.04,19.58,0.56,10.39,Health Care,75793627.41,2.247924917
ODFL,90.02,83.84,83.28,85.71,Industrials,31857673846,1.197080449
MKTX,80.4,83.84,77.51,80.58,Financials,9867644854,0.734663318
LMST,21.88,2.08,62.97,28.98,Financials,163571489.2,0.325919777
NWBI,32.12,54.03,96.2,60.78,Financials,1591180845,0.483357541
MORF,14.89,30.98,44.83,30.23,Health Care,1251073815,1.111764363
NMRK,88.65,38.93,16.11,47.9,Financials,2890043929,1.494722105
NTNX,86.22,8.59,46.76,47.19,Information Technology,5653109681,1.783542862
MU,86.42,8.59,91.13,62.05,Information Technology,78836680104,1.623506969
NSTG,7.75,54.03,63.48,41.75,Health Care,905494900.9,1.650363576
MRLN,63.42,30.98,17.12,37.17,Financials,11613679733,0.018251718
LTRPB,38.35,69.88,43.54,50.59,Communication Services,151601399.6,0.246231366
OMER,9.3,30.98,24.42,21.56,Health Care,211400150.6,1.333193962
MFIN,50.15,63.8,70.97,61.64,Financials,210429697.5,0.656848012
MSBI,35.87,30.98,72.95,46.6,Financials,579332771.3,0.613309456
NXPI,97.32,99.01,62.26,86.2,Information Technology,46473967830,1.700781994
NCBS,34.14,2.08,68.44,34.89,Financials,1082756136,0.552999382
MCRB,26.34,54.03,39.31,39.89,Health Care,458385227.2,1.165873978
NECB,24.06,2.08,78.42,34.85,Financials,182122648.3,0.240283844
OBLG,58.71,54.03,7.9,40.21,Information Technology,14021301.84,1.337102769
NEXT,46.5,83.84,46.96,59.1,Utilities,761104669,0.936666417
MNOV,4.05,66.44,7.95,26.15,Health Care,128493304.5,1.255071764
MGTA,11.04,41.13,89.11,47.1,Health Care,88198735.5,1.271438738
OGI,7.09,66.44,5.07,26.2,Health Care,467399174.3,1.616229015
NATR,25.58,79.58,71.78,58.98,Consumer,317992131,0.636667173
NICK,63.02,30.98,10.28,34.76,Financials,77064000,0.142016759
OPCH,43.36,41.13,63.58,49.36,Health Care,5120679932,1.188980729
ORLY,74.72,62.61,84.7,74.01,Consumer,40254004644,0.577944484
NVCR,88.25,86.47,33.84,69.52,Health Care,8510170469,1.74591133
PALT,13.58,69.88,8.46,30.64,Communication Services,24986378.78,1.004307671
OZK,41.54,54.03,92.86,62.81,Financials,4891660544,1.015244855
NWE,85.31,15.02,92.35,64.23,Utilities,3013368502,0.307253598
ODP,75.73,12.01,98.33,62.02,Consumer,2143121157,1.22296986
OMEX,0.2,23.99,56.18,26.79,Industrials,87357490.38,0.233641312
OSUR,72.95,54.03,86.02,71,Health Care,467152248.4,0.685594821
MVBF,30.19,38.93,73.51,47.54,Financials,496817371.6,0.584176316
MAT,93.62,97.16,89.46,93.41,Consumer,8709339801,1.192094574
NNBR,60.33,80.4,88.65,76.46,Industrials,122892854,1.059545582
MBUU,84.14,30.98,27.61,47.58,Consumer,1069059347,1.40308228
NCMI,26.95,54.03,21.83,34.27,Communication Services,179664196.8,1.229358134
MGEE,94.83,73.66,65.45,77.98,Utilities,2776261915,0.364945964
MORN,85.11,93.03,60.99,79.71,Financials,10802723239,1.288846046
NTRA,54.36,30.98,67.93,51.09,Health Care,3614975947,1.365906923
NXST,64.74,71.53,53.19,63.15,Communication Services,6584925470,0.945678295
MSEX,84.09,83.84,91.54,86.49,Utilities,1501838718,0.371282828
MRNA,81.05,54.03,64.99,66.69,Health Care,57261112289,1.207697744
NTAP,96.71,93.03,61.4,83.71,Information Technology,16467697744,1.012379435
MLAB,88.6,66.44,23.4,59.48,Health Care,1141587934,0.640511689
LNDC,75.89,79.58,90.07,81.85,Consumer,285096142.5,0.418437563
OBNK,31.41,30.98,56.84,39.74,Financials,900790011.6,0.711185991
PAA,93.06,96.25,27.51,72.27,Utilities,7300722369,0.662770198
NKLA,17.98,13.88,50.53,27.47,Industrials,2928408504,1.685612245
MNRO,79.99,54.03,63.37,65.8,Consumer,1574986578,0.932368142
NFBK,30.7,54.03,94.22,59.65,Financials,635670027.6,0.492668314
NEGG,0.1,54.03,38.75,30.96,Consumer,2403171420,2.890790563
NXTD,3.85,8.59,50.96,21.13,Information Technology,11613679733,
OKTA,92.25,68.54,26.19,62.33,Information Technology,19425620352,1.71862154
OPEN,43.31,2.08,73.76,39.72,Financials,4687928565,2.265387359
ON,99.9,99.19,76.44,91.84,Information Technology,24167204976,2.080259911
NAVI,79.03,54.03,94.43,75.83,Financials,2354416617,1.069472366
MGTX,17.17,54.03,59.63,43.61,Health Care,462101610.5,1.377218585
PBIP,18.9,30.98,9.83,19.9,Financials,120698507.7,0.233740021
NODK,64.44,30.98,75.79,57.07,Financials,332840192.6,0.628709387
PANL,4.15,13.88,69.25,29.09,Industrials,219030797.2,1.015283585
OSW,25.28,43.95,37.23,35.49,Consumer,936050462.2,1.5257014
NCSM,53.85,54.03,47.82,51.9,Utilities,114794697,0.236347966
MVIS,2.74,54.03,41.74,32.84,Information Technology,598060098.6,2.591192042
ORMP,3.04,5.17,37.01,15.07,Health Care,215538024.8,2.007766259
MRNS,14.08,54.03,12.31,26.81,Health Care,245412228,1.648651643
PESI,56.33,23.99,80.7,53.67,Industrials,72524676.4,0.539513304
NVDA,99.65,96.33,97.52,97.83,Information Technology,4.89109E+11,2.381363341
NTCT,93.21,87.72,44.12,75.02,Information Technology,2321224884,0.967550054
OEG,81.56,44.55,6.69,44.27,Industrials,95714435.04,0.980651742
MLCO,94.28,54.03,7.85,52.05,Consumer,2802982006,2.165667517
MSFT,99.8,8.59,83.08,63.82,Information Technology,2.12756E+12,1.279224121
PCSB,22.09,38.93,83.84,48.29,Financials,281394626,0.393694927
NYMT,31.31,63.8,76.55,57.22,Financials,1223809390,0.760466093
PANW,96.5,95.57,41.79,77.96,Information Technology,56328148576,2.18647115
NFLX,78.47,69.88,29.84,59.4,Communication Services,88614862121,1.410711653
NTRS,75.13,2.08,95.24,57.48,Financials,21719744637,1.116507507
NWFL,28.42,16.13,92.91,45.82,Financials,230752443.5,0.285913364
PFMT,21.83,13.88,21.33,19.01,Industrials,166036500.9,2.135252526
NKSH,27.1,21.99,96,48.36,Financials,211579277.8,0.301586311
PDFS,89.46,75.58,42.81,69.28,Information Technology,902694294,1.305216521
PAAS,96.2,96.33,35.87,76.13,Utilities,5148449745,0.360140635
MNST,78.42,97.16,54.86,76.82,Consumer,44889057476,0.973479551
ONB,75.08,54.03,93.67,74.26,Financials,4444188030,0.73031075
NOVT,97.01,99.42,49.9,82.11,Information Technology,4674483742,1.35956784
PHAT,11.04,54.03,15.15,26.74,Health Care,545445496.9,1.100519959
OLED,96.4,83.84,82.02,87.42,Information Technology,6269562865,1.667186876
OCC,61.3,75.58,74.42,70.43,Information Technology,29044992.6,0.412503082
PBPB,44.02,54.03,77.91,58.65,Consumer,181689341.4,0.826782704
PLYA,49.7,73.53,50,57.74,Consumer,1531789339,1.166282193
PRAA,36.17,63.8,74.57,58.18,Financials,1682667599,0.40531633
OTEX,98.43,93.03,94.88,95.45,Information Technology,10841674380,1.033893806
PETQ,38.25,66.44,24.67,43.12,Health Care,592410959.5,1.219302268
MHLD,25.89,93.03,41.95,53.62,Financials,188885615,0.860525998
OPI,77.3,63.8,61.6,67.57,Financials,1006755750,0.807479738
OESX,59.52,30.98,20.72,37.07,Industrials,86747888.07,1.309565116
POOL,42.76,89.77,34.04,55.52,Consumer,16513566175,1.19117218
NEO,71.94,41.13,60.33,57.8,Health Care,1210102296,1.462582123
PLCE,79.74,83.84,91.44,85.01,Consumer,687443794.2,1.969935666
PSNL,20.57,30.98,16.87,22.8,Health Care,264783748.4,2.062839819
NVEC,60.23,19.58,10.23,30.02,Information Technology,228151300.8,0.817234547
NYMX,9.07,66.44,0.51,25.34,Health Care,111044146.6,0.853531669
NTES,88.5,83.84,33.94,68.76,Communication Services,61929497941,1.117669257
ORRF,28.37,2.08,86.32,38.92,Financials,260245475.1,0.480467694
MSTR,67.33,68.54,25.33,53.73,Information Technology,4133885789,2.325486687
PACB,63.48,54.03,29.03,48.84,Health Care,1536656657,2.288271319
NKTR,7.4,30.98,59.22,32.53,Health Care,838233702,1.434111332
PRPL,73.4,19.58,79.18,57.39,Consumer,349603136.3,2.101125824
PATK,42.55,70.74,65.15,59.48,Consumer,1500881558,1.189300778
ONCT,4.2,54.03,1.82,20.02,Health Care,51900506.7,1.497169969
NTUS,7.9,77.91,21.02,35.61,Health Care,1145677475,0.714597984
PTON,77.86,70.74,17.02,55.21,Consumer,6210871671,1.350599041
PCTI,56.74,68.54,63.53,62.93,Information Technology,78612753.48,0.553306858
NWL,91.44,99.62,48.02,79.69,Consumer,9274805000,0.903222704
PRAX,11.04,5.17,35.03,17.08,Health Care,400457041.6,1.704203055
PFSW,54.2,54.03,69,59.08,Information Technology,263486870.6,0.412731849
PDLB,26.7,19.58,67.27,37.85,Financials,255648993.2,-0.210587926
OLLI,52.74,54.03,43.11,49.96,Consumer,3161032186,1.203969796
PETS,73.2,54.03,65.3,64.18,Consumer,454604723.4,0.536859681
OCFC,50.1,38.93,76.65,55.23,Financials,1114107652,0.714963713
PI,61.4,54.03,36.78,50.73,Information Technology,1311170268,2.557333026
NRC,7.6,54.03,16.21,25.95,Health Care,870468143.8,0.750068703
NVEE,70.01,72.04,5.98,49.34,Industrials,1817813584,0.637463587
PLL,6.18,15.02,8.97,10.06,Utilities,1184919938,1.777946802
OAS,45.04,83.84,28.47,52.45,Utilities,2540048939,0.828512399
PSTV,11.04,54.03,12.36,25.81,Health Care,14661537.92,0.860363154
PBYI,32.52,66.44,51.47,50.14,Health Care,103887955.7,1.065466105
POWI,82.42,78.67,72.44,77.85,Information Technology,4837200155,1.49851312
OFED,22.34,0.46,48.94,23.91,Financials,135324748.5,0.336466737
OTIC,0.3,54.03,21.99,25.44,Health Care,130350475.5,0.718518146
QCOM,98.48,99.01,86.83,94.77,Information Technology,1.62702E+11,1.711692085
NEOG,78.62,54.03,53.29,61.98,Health Care,2872275756,0.830964784
PACW,51.27,30.98,96.5,59.58,Financials,3994698984,1.363726613
PAYS,43.77,54.03,4.1,33.97,Information Technology,96987422.84,1.35839776
ONTX,0.46,5.17,24.52,10.05,Health Care,28835876.94,1.052493218
PMD,14.99,30.98,31.46,25.81,Health Care,34997506.56,0.645388241
NTGR,95.54,83.84,96.35,91.91,Information Technology,638328927,0.765578965
OLMA,8.79,5.17,35.03,16.33,Health Care,108145506.7,2.580235208
QRTEB,81.28,86.9,30.37,66.19,Consumer,1675079049,1.0103353
PFX,15.4,21.99,69.55,35.65,Financials,84117993.56,0.186739179
RAPT,3.9,41.13,25.63,23.56,Health Care,448896562.2,1.737747516
PRPO,5.83,5.17,5.52,5.5,Health Care,24298317.56,1.621009514
PRDO,75.58,70.74,87.18,77.84,Consumer,777827866.5,0.634036842
PTSI,76.04,19.58,12.01,35.87,Industrials,692880638.2,1.516997273
NTWK,61.35,30.98,3.29,31.87,Information Technology,41634394.3,0.403188919
OSBC,30.04,63.8,88.55,60.8,Financials,634014501.7,0.604297081
PCTY,73.35,23.35,36.73,44.48,Information Technology,10723370541,1.607078117
PDSB,11.04,30.98,18.9,20.31,Health Care,163877149.4,1.91598829
PFBC,34.04,54.03,89.92,59.33,Financials,1008159924,0.740330492
POWL,80.7,93.03,72.7,82.14,Industrials,232571176.1,0.555338931
PAGP,87.84,88.55,64.94,80.45,Utilities,2171075247,0.659126798
NWLI,32.42,19.58,20.01,24,Financials,713787086.2,0.680572837
NVFY,6.28,12.01,12.92,10.4,Consumer,7238221.66,0.957294971
PINC,78.37,75.58,70.87,74.94,Health Care,4283411661,0.40170505
OFIX,71.99,73.05,43.26,62.77,Health Care,616190541.3,0.77662726
OTRK,25.48,54.03,8.56,29.36,Health Care,29372161.2,1.686648297
PMTS,50.96,30.98,25.18,35.71,Information Technology,124035235.3,1.619253768
PLMR,88.8,77.53,46.3,70.88,Financials,1391970602,1.200352224
OCUL,6.69,54.03,37.99,32.9,Health Care,305503263.7,1.173632038
PTC,92.65,99.42,64.29,85.45,Information Technology,13434297950,1.38755868
OPK,39.82,54.03,17.17,37.01,Health Care,1908074857,1.513749449
QRVO,98.73,95.57,61.75,85.35,Information Technology,12964085324,1.555384
PVBC,23.35,0.46,94.73,39.51,Financials,279227744,0.486458403
ONVO,43.72,30.98,5.67,26.79,Health Care,24636709.33,1.63138161
PRFT,67.58,54.03,22.19,47.93,Information Technology,3536236014,1.657595844
PCAR,94.98,80.4,84.75,86.71,Industrials,29210277000,0.775483135
PAYX,89.82,75.58,64.13,76.51,Information Technology,46083869706,0.948409089
REGN,96.86,83.84,49.14,76.61,Health Care,71621915412,0.48844625
QCRH,50.71,63.8,46.66,53.72,Financials,975088319.3,0.824383798
RCKT,11.04,54.03,13.12,26.06,Health Care,689740789.3,1.824818268
PRSO,57.9,68.54,3.04,43.16,Information Technology,36899932.68,1.700116662
PGC,34.09,38.93,82.98,52,Financials,569295968.9,0.745393377
OMAB,95.29,96.4,7.14,66.28,Industrials,2752236999,0.743300183
NEON,6.59,16.13,33.03,18.58,Information Technology,67472481.44,1.704373149
RARE,34.4,54.03,87.08,58.5,Health Care,5051016735,0.936758433
PAHC,70.67,92,0.66,54.44,Health Care,730685088.3,0.572654469
OSIS,67.78,87.72,66.11,73.87,Information Technology,1334369671,0.623967049
NUAN,86.17,8.59,5.47,33.41,Information Technology,11613679733,0.064072016
RDNT,38.55,22.87,10.08,23.83,Health Care,1115510688,1.476761704
PIRS,16.21,54.03,30.5,33.58,Health Care,197841441.1,0.865247839
PEBK,23.66,54.03,79.13,52.27,Financials,153278413,0.097345871
PPBI,80.24,63.8,96.86,80.3,Financials,2992693160,1.076421076
PFC,36.27,30.98,75.03,47.42,Financials,953860160,0.680453578
OTTR,58.81,81.1,92.2,77.37,Utilities,2448913974,0.581003683
PNBK,18.24,19.58,10.13,15.98,Financials,60455197.76,0.23007922
PCYG,59.68,30.98,3.09,31.25,Information Technology,87504628.12,0.639523092
PTCT,48.13,83.84,53.85,61.94,Health Care,2581806211,0.939251512
OCUP,2.08,19.58,32.88,18.18,Health Care,42899199.07,0.919972808
RGC,11.04,5.17,4.41,6.87,Health Care,278126310,2.445098252
RIGL,27.41,30.98,59.47,39.29,Health Care,423091865,1.192570875
PRGS,84.35,95.57,69.4,83.11,Information Technology,2122225947,1.062715747
NWPX,59.02,69.48,27.91,52.14,Industrials,263170109.2,0.767000935
PLPC,65.4,72.04,65.91,67.78,Industrials,297886710.3,0.724195415
QTNT,19.25,54.03,39.61,37.63,Health Care,62041688.47,1.040337834
OPBK,24.62,38.93,83.69,49.08,Financials,192401539.7,0.660876742
PWFL,61.6,42.43,20.11,41.38,Information Technology,101428186.4,1.195899226
OPOF,49.19,38.93,80.14,56.09,Financials,130667467.3,0.268833455
PGEN,24.57,54.03,37.59,38.73,Health Care,290770587.8,1.522386373
PALI,11.04,22.87,23.91,19.28,Health Care,13403430.41,0.956359748
PCB,52.63,30.98,28.52,37.38,Financials,314286262.9,0.64229502
PBCT,46.76,63.8,77.56,62.71,Financials,8339919642,0.987863397
PKBK,25.79,21.99,94.02,47.26,Financials,286259689.6,0.273449326
RELL,61.14,54.03,69.2,61.46,Information Technology,165030907.9,0.901862067
PFG,98.07,93.03,96.45,95.85,Financials,17348807143,1.15216085
OMCL,88.45,94.43,27.96,70.28,Health Care,5075474598,0.782993321
PRTA,28.82,66.44,52.63,49.3,Health Care,1431687030,1.811258098
RCKY,54.96,89.77,89.97,78.23,Consumer,286453147.8,1.302507296
QDEL,79.38,30.98,99.39,69.92,Health Care,4234389958,0.324603955
ROST,85.06,83.84,66.51,78.47,Consumer,35603071889,1.276624983
PNFP,42.1,54.03,33.59,43.24,Financials,5984412000,1.160569355
PEBO,50.51,38.93,99.24,62.89,Financials,794128114.3,0.657013804
OVBC,21.23,38.93,39.56,33.24,Financials,144441599,0.4062597
PTE,6.43,54.03,38.8,33.09,Health Care,16369310.58,0.135657338
RBB,31.81,30.98,99.04,53.94,Financials,417680949,0.810987569
PPC,40.78,91.89,16.72,49.8,Consumer,7032048895,0.698688697
PRIM,89.97,72.04,42.2,68.07,Industrials,1233017186,1.02552663
PCYO,94.02,83.84,17.43,65.1,Utilities,250606140.1,0.722387359
RUBY,11.04,30.98,37.79,26.6,Health Care,156022863,2.183023833
OSPN,83.74,68.54,45.14,65.81,Information Technology,579392256.2,1.179175732
PGNY,73.05,66.44,55.57,65.02,Health Care,3614937582,1.46625811
RGCO,85.82,45.19,25.28,52.09,Utilities,205035450.2,0.322989057
RENT,19.66,12.01,71.68,34.45,Consumer,411066697.9,2.806556019
RDUS,31.66,86.47,27.41,48.51,Health Care,328836312.8,1.14368188
PLSE,2.18,66.44,15.1,27.9,Health Care,82850338.4,1.276387604
RILY,42.4,38.93,22.49,34.61,Financials,1347816573,1.655697776
PWOD,23.4,38.93,86.78,49.7,Financials,164124734.4,0.313659391
QTRX,27.05,54.03,31.76,37.61,Health Care,908262602.6,2.028541301
OPRX,15.7,54.03,13.27,27.67,Health Care,519520228.4,1.872398163
RNST,75.68,63.8,96.66,78.71,Financials,1688154920,0.817044196
RYAAY,90.88,90.55,75.84,85.76,Industrials,19861056446,1.015777762
PBFS,22.04,0.46,78.62,33.7,Financials,268868977.7,0.40366908
PPIH,18.03,13.88,24.57,18.83,Industrials,105677835.8,0.276178206
PKOH,71.58,79.94,87.44,79.65,Industrials,125793810,1.111515763
PFIE,13.48,24.21,1.77,13.15,Utilities,63171538.26,0.236432815
PRTH,38.86,54.03,15.4,36.09,Information Technology,379593522.4,0.850625813
PCH,73.91,81.03,90.37,81.77,Financials,3773853338,0.875328496
RPD,56.48,30.98,40.48,42.65,Information Technology,5637771198,1.321806496
NWS,91.62,81.23,35.59,69.48,Communication Services,10797620389,1.222936566
SALM,76.6,0.46,13.58,30.21,Communication Services,81819698.24,1.109883829
PTEN,82.67,83.84,85.41,83.98,Utilities,3496292516,0.984703947
PEGA,88.4,95.57,25.84,69.93,Information Technology,6093045291,1.53713358
PRLD,8.79,5.17,35.03,16.33,Health Care,287214705.4,1.151036625
OVLY,21.38,19.58,99.75,46.9,Financials,142821897.3,0.167400359
QIWI,52.84,68.54,9.52,43.63,Information Technology,11613679733,0.954196147
RCM,78.32,54.03,22.8,51.71,Health Care,6501583385,1.110971821
SBAC,43.57,97.52,74.72,71.94,Financials,36433279752,0.584339028
PHAR,30.75,5.17,41.03,25.65,Health Care,513988740,0.674332165
RMBI,20.87,16.13,79.99,39,Financials,193390100,0.254900647
RGEN,95.64,88.8,53.44,79.3,Health Care,8803894630,1.246096998
RUN,92.2,83.84,14.29,63.44,Industrials,4560721332,1.985146093
RBBN,70.26,78.67,22.09,57.01,Information Technology,525391853,1.588093268
RPRX,41.69,5.17,19.91,22.26,Health Care,25813557427,0.602065441
PXLW,86.07,68.54,35.66,63.42,Information Technology,118792326.4,2.382980864
QUIK,58.05,30.98,26.8,38.61,Information Technology,61811670,1.394306862
PLUG,65.2,80.4,65.86,70.48,Industrials,12544631554,1.928162562
RDVT,60.64,30.98,17.98,36.53,Industrials,364176194.3,1.34285464
OSTK,41.64,54.03,78.57,58.08,Consumer,1547745600,2.11606559
PNRG,48.48,72.67,15.05,45.4,Utilities,153974502,-0.112628129
SBTX,8.79,5.17,35.03,16.33,Health Care,110707635.1,1.530579883
PPSI,58.16,13.88,11.6,27.88,Industrials,39542634.5,1.824610298
PDCE,84.45,54.03,85.92,74.8,Utilities,6603137012,1.1782018
REPL,11.04,5.17,41.03,19.08,Health Care,794064546.9,1.343972362
PLAB,81.86,54.03,46.4,60.76,Information Technology,941991254.4,1.469844075
RYTM,71.73,66.44,15.35,51.17,Health Care,317480505.3,1.330081472
PTGX,15.65,30.98,26.9,24.51,Health Care,469984347.4,2.509145636
SDGR,30.29,5.17,35.03,23.5,Health Care,1868799489,1.753506962
PFIS,27.96,38.93,77.81,48.24,Financials,359095430.7,0.522567592
OPTN,21.18,54.03,26.44,33.88,Health Care,201741757.1,0.411570946
PROV,18.69,19.58,75.63,37.97,Financials,110395733.8,0.262461004
RNWK,53.39,54.03,44.73,50.72,Information Technology,23491289.66,1.588177213
PENN,78.77,45.09,22.44,48.77,Consumer,6265754326,1.654742869
SAMG,28.67,30.98,2.23,20.63,Financials,309792897.5,0.628097472
PRTK,25.63,54.03,38.96,39.54,Health Care,118772304,0.897261605
SBCF,78.67,54.03,67.88,66.86,Financials,2053956060,0.88709557
QLYS,65.75,68.54,43.72,59.34,Information Technology,5401541668,1.327580241
SENEB,53.22,45.36,52.56,50.38,Consumer,441412582.2,0.428014402
RMBS,62.36,54.03,65.55,60.65,Information Technology,2810625321,1.37365443
RGLD,70.52,54.03,61.8,62.12,Utilities,8554044767,0.254491833
RRBI,26.75,30.98,92.71,50.14,Financials,389317801.3,0.470487103
QUMU,60.39,54.03,47.26,53.89,Information Technology,23392523.28,1.073433619
PPTA,44.48,80.83,50.35,58.55,Utilities,217888400,0.665981287
RUSHA,98.35,90.55,66.34,85.08,Industrials,2829282566,0.780050332
RCMT,63.83,30.98,38.35,44.39,Industrials,185364815.3,1.486048693
REAL,96.91,83.84,64.24,81.66,Consumer,553918276.6,2.687565108
PNTG,51.82,30.98,47.16,43.32,Health Care,479751087.2,1.547120531
PCOM,31.16,12.01,55.85,33,Consumer,248349203,0.453067148
PHAS,8.26,30.98,20.47,19.9,Health Care,60376331.6,1.399234693
PYPL,97.16,93.03,83.49,91.23,Information Technology,1.05995E+11,1.617525828
RBCAA,36.73,54.03,87.28,59.35,Financials,836769699.4,0.613560493
PLAY,35.21,54.03,67.12,52.12,Consumer,2248605661,1.67946489
RETA,13.32,30.98,39.01,27.77,Health Care,980646682.3,0.998596905
SBUX,75.28,12.01,68.29,51.86,Consumer,86698111000,1.09053729
SGC,70.72,89.77,16.97,59.15,Consumer,263309130.9,0.948541938
PTNR,82.27,10.56,24.32,39.05,Communication Services,1379448534,0.699432225
SANG,62.77,8.59,50.96,40.77,Information Technology,224982894.2,0.6007035
ROAD,64.79,19.58,0.81,28.39,Industrials,1359337960,1.032010194
PDCO,74.77,5.17,77.46,52.47,Health Care,2944279520,0.698511342
PLUS,55.32,83.84,56.74,65.3,Information Technology,1502457630,1.140331412
QMCO,91.39,95.57,14.84,67.27,Information Technology,113614105.8,1.856531356
SIEN,18.44,30.98,3.7,17.71,Health Care,94535990.16,1.862028615
PEP,75.23,99.24,94.83,89.77,Consumer,2.31959E+11,0.389263245
SABR,74.32,8.59,68.84,50.58,Information Technology,3413249539,1.930437628
SEAC,59.88,54.03,11.45,41.78,Information Technology,52201609.06,0.798914968
SGRY,40.93,54.03,28.67,41.21,Health Care,4604929644,1.982478704
PRTS,38.45,54.03,56.53,49.67,Consumer,355689703.9,1.647807853
ORGO,35.92,30.98,31.86,32.92,Health Care,861301095.3,1.84795911
RRGB,73.45,54.03,95.34,74.27,Consumer,204098821.6,1.702027718
SBFG,23.76,2.08,92.6,39.48,Financials,137269917.2,0.276808033
RMCF,13.53,19.58,84.55,39.22,Consumer,38994790.4,0.155358824
RGLS,11.04,30.98,74.37,38.8,Health Care,28042984.68,0.819535321
RUSHB,98.35,90.55,66.34,85.08,Industrials,2829282566,0.886733238
REYN,42,12.01,55.85,36.62,Consumer,6198271531,0.190319649
SMLR,3.14,5.17,17.33,8.54,Health Care,320920605.7,2.094854655
SLP,20.42,5.17,16.01,13.86,Health Care,943443819.5,1.080660534
SFBC,19,2.08,73.1,31.39,Financials,99251163.66,0.395023546
REED,48.89,19.58,14.44,27.63,Consumer,27330367.76,0.616342955
